"","Andrena agilissima","Andrena albofasciata","Andrena alfkenella","Andrena angustior","Andrena anthrisci","Andrena apicata","Andrena barbilabris","Andrena bicolor","Andrena bimaculata","Andrena chrysosceles","Andrena cineraria","Andrena clarkella","Andrena coitana","Andrena combinata","Andrena curvungula","Andrena denticulata","Andrena distinguenda","Andrena dorsata","Andrena enslinella","Andrena falsifica","Andrena ferox","Andrena flavipes","Andrena florea","Andrena floricola","Andrena florivaga","Andrena fucata","Andrena fulva","Andrena fulvago","Andrena fulvicornis","Andrena fuscipes","Andrena gelriae","Andrena gravida","Andrena haemorrhoa","Andrena helvola","Andrena humilis","Andrena hypopolia","Andrena intermedia","Andrena labialis","Andrena labiata","Andrena lapponica","Andrena lathyri","Andrena marginata","Andrena minutula","Andrena minutuloides","Andrena mitis","Andrena nigroaenea","Andrena nigrospina","Andrena nitida","Andrena nitidiuscula","Andrena niveata","Andrena ovatula","Andrena pandellei","Andrena pilipes","Andrena potentillae","Andrena praecox","Andrena propinqua","Andrena proxima","Andrena rosae","Andrena ruficrus","Andrena scotica","Andrena semilaevis","Andrena similis","Andrena spinigera","Andrena strohmella","Andrena subopaca","Andrena suerinensis","Andrena synadelpha","Andrena tibialis","Andrena vaga","Andrena varians","Andrena ventralis","Andrena viridescens","Andrena wilkella","Anthidium byssinum","Anthidium manicatum","Anthidium nanum","Anthidium punctatum","Anthidium strigatum","Anthophora aestivalis","Anthophora furcata","Anthophora plumipes","Anthophora retusa","Biastes emarginatus","Bombus barbutellus","Bombus bohemicus","Bombus campestris","Bombus cryptarum","Bombus hortorum","Bombus hypnorum","Bombus jonellus","Bombus lapidarius","Bombus lucorum","Bombus norvegicus","Bombus pascuorum","Bombus pratorum","Bombus quadricolor","Bombus ruderarius","Bombus rupestris","Bombus semenoviellus","Bombus soroeensis","Bombus sylvarum","Bombus sylvestris","Bombus terrestris","Bombus vestalis","Ceratina cyanea","Coelioxys elongata","Coelioxys inermis","Coelioxys mandibularis","Coelioxys rufescens","Colletes cunicularius","Colletes daviesanus","Colletes fodiens","Colletes similis","Colletes succinctus","Dasypoda hirtipes","Dufourea dentiventris","Epeoloides coecutiens","Epeolus cruciger","Eucera longicornis","Eucera macroglossa","Eucera nigrescens","Halictus confusus","Halictus eurygnathus","Halictus langobardicus","Halictus leucaheneus","Halictus maculatus","Halictus quadricinctus","Halictus rubicundus","Halictus scabiosae","Halictus semitectus","Halictus simplex","Halictus smaragdulus","Halictus subauratus","Halictus tumulorum","Hylaeus angustatus","Hylaeus annularis","Hylaeus brevicornis","Hylaeus clypearis","Hylaeus communis","Hylaeus confusus","Hylaeus cornutus","Hylaeus difformis","Hylaeus dilatatus","Hylaeus gredleri","Hylaeus hyalinatus","Hylaeus leptocephalus","Hylaeus nigritus","Hylaeus paulus","Hylaeus pectoralis","Hylaeus pictipes","Hylaeus signatus","Hylaeus sinuatus","Hylaeus styriacus","Hylaeus variegatus","Lasioglossum aeratum","Lasioglossum albipes","Lasioglossum calceatum","Lasioglossum clypeare","Lasioglossum convexiusculum","Lasioglossum costulatum","Lasioglossum fratellum","Lasioglossum fulvicorne","Lasioglossum glabriusculum","Lasioglossum intermedium","Lasioglossum interruptum","Lasioglossum laevigatum","Lasioglossum laticeps","Lasioglossum lativentre","Lasioglossum leucopus","Lasioglossum leucozonium","Lasioglossum lineare","Lasioglossum lucidulum","Lasioglossum majus","Lasioglossum malachurum","Lasioglossum minutissimum","Lasioglossum minutulum","Lasioglossum morio","Lasioglossum nitidiusculum","Lasioglossum nitidulum","Lasioglossum pallens","Lasioglossum parvulum","Lasioglossum pauxillum","Lasioglossum politum","Lasioglossum punctatissimum","Lasioglossum puncticolle","Lasioglossum pygmaeum","Lasioglossum quadrinotatulum","Lasioglossum quadrinotatum","Lasioglossum rufitarse","Lasioglossum sabulosum","Lasioglossum semilucens","Lasioglossum sexnotatum","Lasioglossum sexstrigatum","Lasioglossum subfasciatum","Lasioglossum subfulvicorne","Lasioglossum tricinctum","Lasioglossum villosulum","Lasioglossum xanthopus","Lasioglossum zonulum","Macropis europaea","Macropis labiata","Megachile alpicola","Megachile centuncularis","Megachile circumcincta","Megachile ligniseca","Megachile maritima","Megachile pilidens","Megachile versicolor","Megachile willughbiella","Melecta albifrons","Melitta leporina","Melitta nigricans","Melitta tricincta","Nomada alboguttata","Nomada bifasciata","Nomada castellana","Nomada conjungens","Nomada distinguenda","Nomada fabriciana","Nomada ferruginata","Nomada flava","Nomada flavoguttata","Nomada flavopicta","Nomada fucata","Nomada fulvicornis","Nomada fuscicornis","Nomada goodeniana","Nomada hybrida","Nomada lathburiana","Nomada leucophthalma","Nomada marshamella","Nomada moeschleri","Nomada mutica","Nomada panzeri","Nomada roberjeotiana","Nomada ruficornis","Nomada rufipes","Nomada sheppardana","Nomada signata","Nomada stigma","Nomada striata","Nomada succincta","Nomada zonata","Osmia adunca","Osmia anthocopoides","Osmia aurulenta","Osmia bicolor","Osmia bicornis","Osmia brevicornis","Osmia caerulescens","Osmia campanularum","Osmia cantabrica","Osmia claviventris","Osmia cornuta","Osmia crenulata","Osmia florisomnis","Osmia leaiana","Osmia leucomelana","Osmia nigriventris","Osmia niveata","Osmia parietina","Osmia rapunculi","Osmia ravouxi","Osmia spinulosa","Osmia tridentata","Osmia truncorum","Osmia uncinata","Panurgus banksianus","Panurgus calcaratus","Rophites quinquespinosus","Rophitoides canus","Sphecodes albilabris","Sphecodes crassus","Sphecodes croaticus","Sphecodes ephippius","Sphecodes ferruginatus","Sphecodes geoffrellus","Sphecodes gibbus","Sphecodes hyalinatus","Sphecodes longulus","Sphecodes majalis","Sphecodes marginatus","Sphecodes miniatus","Sphecodes monilicornis","Sphecodes pellucidus","Sphecodes puncticeps","Sphecodes rubicundus","Sphecodes rufiventris","Sphecodes scabricollis","Sphecodes spinulosus","Stelis breviuscula","Stelis odontopyga","Stelis ornatula","Stelis punctulatissima","Xylocopa violacea"
"191",6,0,1,4,18,0,1,0,0,8,0,0,0,1,8,6,3,3,12,0,3,0,0,0,41,1,1,28,6,0,3,2,0,3,1,0,0,0,1,0,8,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,2,0,0,0,1,1,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,3,1,0,1,0,0,0,0,12,0,2,2,0,2,0,0,0,0,0,1,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"192",1,0,0,0,4,0,0,0,0,0,1,0,0,0,5,1,0,5,0,0,1,0,1,0,8,2,0,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"193",2,0,0,0,10,0,0,0,0,0,0,8,0,4,29,0,0,0,0,0,5,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,2,0,0,1,0,0,8,0,0,0,1,0,0,1,6,0,0,0,0,2,0,0,0,13,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"194",1,0,1,0,21,0,0,0,0,0,0,5,0,2,7,1,0,0,0,0,16,0,0,0,0,0,0,8,0,0,0,1,0,0,0,1,1,1,0,0,19,0,0,4,0,0,0,3,0,1,0,6,1,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,12,0,0,0,0,1,0,0,0,0,0,0,1,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"195",12,0,1,0,12,0,0,0,0,0,1,0,0,1,8,0,0,0,0,0,12,0,1,0,2,3,1,26,19,0,0,0,0,3,0,0,0,0,3,1,0,1,0,4,0,0,0,1,0,0,0,3,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"196",14,0,0,0,15,0,4,0,0,0,0,3,0,2,4,3,1,6,0,0,5,0,0,1,3,0,0,17,9,0,1,1,0,0,0,0,1,0,1,0,1,0,0,63,0,0,0,0,0,0,0,1,0,1,0,0,0,1,2,0,0,1,0,0,1,3,0,0,0,2,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,49,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,5,0,1,0,1,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0,2,0,0,0,0,0,1,1,0,1,0,0,2,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"197",8,0,1,1,14,2,0,0,0,1,1,1,0,9,17,1,0,1,0,0,8,0,0,1,47,0,1,30,34,1,0,0,0,0,0,0,2,0,0,0,24,0,1,38,0,0,0,7,0,0,0,5,0,0,2,0,0,1,0,0,4,0,2,0,1,12,0,0,0,0,0,0,5,0,0,0,0,0,0,2,1,2,0,0,1,1,45,0,1,0,2,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"198",2,0,1,1,7,0,0,0,0,0,0,1,0,0,8,3,0,0,0,0,1,0,0,0,4,0,3,5,29,0,1,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"199",1,2,1,1,23,0,0,0,0,1,0,0,0,1,7,0,0,6,2,0,1,0,0,0,3,0,0,28,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,2,0,0,0,1,0,0,0,3,0,1,0,0,2,0,0,0,3,0,0,0,1,1,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,1,0,0,0,0,7,0,1,1,0,1,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"200",12,0,0,0,16,1,0,0,0,0,0,0,0,1,15,0,0,9,9,0,23,0,0,0,2,1,0,36,6,0,3,1,0,3,0,0,0,3,0,1,4,0,1,10,0,0,0,2,0,2,0,4,5,1,1,0,4,1,0,0,4,1,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,3,8,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"201",7,1,2,1,2,0,0,0,0,0,0,2,0,0,14,3,0,1,0,0,0,0,1,0,1,4,0,1,2,0,0,0,1,1,0,0,2,1,5,0,2,0,0,8,0,0,0,0,0,0,0,4,0,0,0,0,0,0,2,0,7,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"202",0,1,2,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"203",2,0,0,1,7,1,0,0,0,0,0,1,0,2,17,1,0,2,0,0,17,0,1,2,6,0,0,25,20,0,2,0,0,1,0,0,0,0,1,0,15,0,1,0,0,0,0,0,0,0,0,12,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,9,0,0,1,0,16,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"204",1,0,1,0,13,0,1,0,0,2,0,0,1,2,25,1,0,28,0,0,1,0,1,0,2,1,1,13,18,0,0,0,0,4,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"205",6,0,0,0,14,0,0,0,0,0,0,0,0,0,4,7,0,0,0,0,3,0,0,0,0,0,1,12,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"206",0,0,0,0,10,0,1,1,1,0,0,0,0,0,3,0,0,0,0,0,6,0,0,1,3,0,0,6,20,0,1,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,1,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"255",0,1,0,1,6,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"256",0,0,0,1,8,0,1,0,0,0,0,0,0,1,1,0,0,6,0,0,4,0,3,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,14,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
